序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
106,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,0,臺中市,西屯區,0,1,0,6,1,5,1,4,2,1,4,4,5,7,1,1,9,4,5,2,18,26,2,9,1,1,C03,7,9,1,10,2,14,,26,26,1,22,8,C03,120.648287,24.178652,2
107,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,1,臺中市,北區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,5,4,5,2,16,10,2,8,1,1,C03,7,11,1,10,2,12,,10,10,1,20,8,C03,120.680021,24.158451,2
108,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,2,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,C02,,,1,,2,,,16,,1,22,,C02,120.664943,24.165071,3
109,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,4,臺中市,南屯區,0,2,0,7,1,5,50,4,1,1,4,4,5,7,2,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,1,12,,25,25,1,5,8,C03,120.643965,24.134737,2
110,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,4,臺中市,霧峰區,0,1,0,8,1,5,60,4,1,1,5,4,5,7,1,1,8,3,4,1,16,26,2,9,1,1,C03,7,5,1,10,2,14,,26,26,1,22,9,C03,120.695317,24.061148,2
111,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,5,臺中市,北屯區,0,1,0,8,1,5,50,11,7,1,5,4,5,7,4,4,1,2,4,1,23,23,2,9,1,1,C03,7,9,1,10,2,14,11,23,23,1,5,8,C03,120.664603,24.184936,2
112,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,9,臺中市,大甲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,18,23,2,9,1,1,C03,7,9,6,18,8,11,,23,23,1,4,1,C03,120.620696,24.350476,2
113,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,10,臺中市,沙鹿區,0,1,0,7,1,5,50,15,7,1,5,4,5,7,4,4,5,4,4,2,17,10,2,9,1,1,C03,7,11,1,10,2,11,,10,10,1,20,8,C03,120.559081,24.235399,2
114,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,15,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,,1,21,,B03,120.616844,24.116186,3
115,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,17,臺中市,西屯區,0,1,0,7,1,5,30,4,2,1,4,4,5,7,4,4,5,4,5,2,18,42,2,9,3,4,C03,7,12,1,10,2,14,,42,42,1,22,8,C03,120.645158,24.176748,2
116,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,18,臺中市,沙鹿區,0,1,0,6,1,5,50,14,9,1,4,4,5,7,4,4,3,3,3,1,9,60,3,10,3,4,H01,8,20,8,20,9,16,,60,60,1,22,8,H01,120.614524,24.240691,2
117,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,20,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,4,3,1,9,4,4,2,12,19,3,10,1,1,B03,7,1,1,8,2,1,,19,19,1,12,8,B03,120.665688,24.178138,2
118,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,28,臺中市,西屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.59342,24.180486,3
119,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,30,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,1,,,19,19,1,5,,B03,120.694994,24.165851,3
120,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,33,臺中市,清水區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,5,,B03,120.560285,24.268198,3
121,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,37,臺中市,太平區,0,1,0,7,2,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,26,3,10,1,1,C03,7,4,1,10,2,12,,26,26,1,21,8,C03,120.725532,24.145936,2
122,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,38,臺中市,大里區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,26,3,10,3,4,B12,7,5,1,8,2,1,,26,26,1,21,5,B12,120.715346,24.094402,2
123,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,41,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.652456,24.134751,3
124,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,50,臺中市,梧棲區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,9,8,C03,120.558203,24.241771,2
125,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,9,59,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,6,3,10,1,1,C03,7,6,1,10,2,13,,6,6,1,22,8,C03,120.663263,24.163328,2
126,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,0,臺中市,霧峰區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.698526,24.06414,3
127,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,3,臺中市,南屯區,0,1,0,8,1,5,50,14,12,1,5,4,5,7,4,4,5,4,4,2,13,23,2,9,3,4,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.61676,24.139574,2
128,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,6,臺中市,南屯區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,2,1,5,4,5,2,16,17,2,9,1,1,C03,7,5,1,10,2,14,,17,17,1,5,8,C03,120.612764,24.13896,2
129,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,8,臺中市,南屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,26,3,10,1,1,B01,7,11,1,4,2,4,,26,26,1,10,8,B01,120.60846,24.138744,2
130,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,13,臺中市,烏日區,0,0,0,8,,,60,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,,1,21,,B03,120.623586,24.104417,3
131,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,14,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,A42,,,1,,2,,,23,,1,22,,A42,120.715988,24.126247,3
132,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,17,臺中市,豐原區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,A12,7,6,1,7,2,2,,6,6,1,22,8,A12,120.712877,24.241794,2
133,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,20,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,,,,,,,,,,,,,43,,1,,,,120.733341,24.161683,3
134,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,41,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B12,7,6,1,7,2,2,,6,6,1,5,8,B12,120.68517,24.12963,2
135,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,41,臺中市,西屯區,0,0,0,8,,,70,,,,,,,,,,,,,,,16,,,,,B03,,,1,,1,,,16,,1,22,,B03,120.612376,24.184467,3
136,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,44,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,16,7,2,9,1,1,C03,7,7,1,10,2,14,,7,7,1,22,8,C03,120.673936,24.165136,2
137,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,47,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B12,,,1,,2,,,42,,1,22,,B12,120.673676,24.109695,3
138,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,50,臺中市,西區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,5,4,4,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,16,1,22,9,C03,120.669414,24.138753,2
139,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,50,臺中市,龍井區,0,0,0,,,,50,,,,,,,,,,,,,,,42,,,,,B11,,,1,,2,,,42,,1,6,,B11,120.592363,24.181563,3
140,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,51,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B12,,,1,,9,,,12,,1,22,,B12,120.802916,24.256438,3
141,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,53,臺中市,北區,0,1,0,8,1,5,50,4,7,1,5,4,5,7,1,1,2,4,4,2,23,42,2,8,1,1,B12,7,5,1,2,2,1,,42,42,1,22,9,B12,120.691143,24.158877,2
142,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,10,54,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,43,,,,,B12,,,1,,2,,,43,,1,22,,B12,120.64756,24.159273,3
143,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,3,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,1,,,,,B01,,,1,,2,,,1,1,1,5,,B01,120.784478,24.204465,3
144,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,3,臺中市,梧棲區,0,0,0,,,,40,,,,,,,,,,,,,,,19,,,,,B12,,,1,,2,,,19,19,1,4,,B12,120.538834,24.249723,3
145,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,5,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,5,,,,,B03,,,1,,2,,,5,,1,22,,B03,120.693925,24.14918,3
146,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,5,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,,1,12,,B03,120.65178,24.188297,3
147,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,10,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,37,,,,,B03,,,1,,2,,,37,,1,4,,B03,120.657655,24.158401,3
148,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,14,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,4,2,12,9,3,10,1,1,B12,7,6,1,8,2,2,,9,9,1,5,1,B12,120.693856,24.133459,2
149,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,15,臺中市,大里區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,10,5,5,1,16,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,5,8,C03,120.67153,24.108291,2
150,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,17,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.628265,24.144908,2
151,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,20,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,,1,22,,B03,120.648548,24.221838,3
152,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,22,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,7,,1,22,,C03,120.617168,24.182058,3
153,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,24,臺中市,沙鹿區,0,0,0,,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,17,19,1,21,,B03,120.562829,24.243551,3
154,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,25,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B12,,,1,,2,,,12,12,1,22,,B12,120.711105,24.101679,3
155,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,34,臺中市,北屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,12,23,2,9,1,1,F01,7,15,8,20,2,15,,23,23,1,15,1,F01,120.722329,24.172033,2
156,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,35,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B12,,,1,,1,,,16,,1,22,,B12,120.648198,24.12951,3
157,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,35,臺中市,梧棲區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,11,42,3,10,1,1,B03,7,9,1,8,2,4,,42,42,1,9,8,B03,120.53395,24.22497,2
158,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,37,臺中市,東區,0,0,0,,,,50,,,,,,,,,,,,,,,26,,,,,B03,,,1,,2,,,26,,1,22,,B03,120.685995,24.138868,3
159,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,38,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,9,1,8,4,8,,25,25,1,5,8,B03,120.719046,24.175088,2
160,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,38,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,1,,,7,,1,22,,C03,120.645061,24.178048,3
161,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,38,臺中市,烏日區,0,0,0,8,,,60,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,16,1,21,,B03,120.64917,24.111218,3
162,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,45,臺中市,豐原區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,2,23,3,10,1,1,B03,7,6,1,8,2,2,,23,23,1,22,8,B03,120.725728,24.252319,2
163,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,49,臺中市,南區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,2,1,5,5,5,2,16,10,2,9,1,1,C03,7,11,1,10,2,11,,10,10,1,19,5,C03,120.665671,24.114092,2
164,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,54,臺中市,西區,0,1,0,8,1,5,50,4,1,1,5,3,5,7,2,1,10,5,5,2,16,27,3,10,1,1,B03,7,6,1,8,2,5,,27,27,1,5,5,B03,120.675422,24.133556,2
165,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,55,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,67,,,,,,,,,,,,,67,,1,,,,120.694709,24.090931,3
166,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,11,58,臺中市,霧峰區,0,0,0,8,,,70,,,,,,,,,,,,,,,42,,,,,B12,,,1,,2,,,42,,1,21,,B12,120.692471,24.046237,3
167,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,0,臺中市,豐原區,0,2,0,8,1,5,50,14,8,1,5,4,5,7,4,4,3,4,4,2,17,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,8,C03,120.72628,24.260166,2
168,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,5,臺中市,西區,0,2,0,8,1,5,60,4,1,1,5,4,5,7,2,1,10,5,5,2,15,25,3,10,1,1,B03,7,9,1,8,2,1,,25,25,1,21,8,B03,120.672782,24.14838,2
169,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,7,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,23,,1,12,,C03,120.551093,24.213018,3
170,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,12,臺中市,外埔區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,4,4,4,1,16,23,3,10,1,1,B12,7,9,1,8,2,6,,23,23,1,4,8,B12,120.652824,24.332274,2
171,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,13,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,5,5,5,2,16,19,3,10,1,1,B03,7,1,1,8,2,5,,19,19,1,21,8,B03,120.670506,24.159216,2
172,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,14,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.637584,24.130473,3
173,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,15,臺中市,潭子區,0,0,0,8,,,30,,,,,,,,,,,,,,,61,,,,,B03,,,1,,2,,,44,61,1,22,,B03,120.721921,24.195715,3
174,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,15,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.646934,24.158857,3
175,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,17,臺中市,大安區,0,0,0,8,2,6,40,14,9,1,5,4,5,7,4,4,10,5,5,2,14,42,3,10,1,1,C03,7,13,1,8,1,13,,42,42,1,5,1,C03,120.602088,24.350972,3
176,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,19,臺中市,北屯區,0,2,0,8,1,5,80,14,9,1,5,4,5,7,4,4,1,4,5,1,13,23,2,6,3,1,B03,7,14,1,8,2,6,,44,23,1,23,9,B03,120.720972,24.172628,2
177,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,19,臺中市,大甲區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,8,1,1,C03,7,5,1,10,2,14,,8,8,1,21,8,C03,120.627599,24.346541,2
178,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,22,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,18,,,,,B03,,,1,,1,,,18,,1,21,,B03,120.703735,24.11406,3
179,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,23,臺中市,龍井區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,13,,6,6,1,5,8,C03,120.58936,24.182808,2
180,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,28,臺中市,南區,0,0,0,,,,50,,,,,,,,,,,,,,,26,,,,,B03,,,1,,2,,,26,,1,5,,B03,120.66771,24.125194,3
181,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,35,臺中市,西屯區,0,1,0,8,1,5,50,11,9,1,5,4,5,7,4,4,5,5,5,2,10,23,2,9,3,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.637701,24.179553,2
182,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,40,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B02,,,1,,2,,,23,,1,5,,B02,120.662131,24.148952,3
183,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,40,臺中市,西屯區,0,1,0,8,1,5,1,14,20,1,5,4,5,7,4,4,9,4,5,2,12,8,2,9,1,1,C03,7,5,1,10,2,14,,8,8,1,12,8,C03,120.597175,24.181836,2
184,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,45,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B12,,,1,,1,,,42,,1,21,,B12,120.657273,24.147082,3
185,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,45,臺中市,大里區,0,3,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,1,1,C03,7,9,2,18,2,11,,23,23,1,22,8,C03,120.68615,24.114968,2
186,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,46,臺中市,新社區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,,1,22,,B03,120.821408,24.206414,3
187,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,48,臺中市,西區,0,0,0,8,1,5,50,4,2,1,5,4,5,7,1,1,3,4,5,2,13,23,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.667697,24.130913,3
188,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,48,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,2,7,1,1,B03,7,6,1,8,2,2,,6,6,1,21,8,B03,120.671342,24.189352,2
189,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,50,臺中市,大里區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,1,16,10,3,10,1,1,B03,7,11,1,8,2,2,,10,10,1,22,9,B03,120.69907,24.083952,2
190,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,51,臺中市,大里區,0,2,0,8,1,5,40,14,8,1,5,4,4,7,4,4,1,3,1,1,29,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,5,C03,120.666826,24.096308,2
191,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,53,臺中市,西屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,2,1,10,5,5,2,16,25,3,10,1,1,B03,7,5,1,8,2,2,,25,25,1,22,8,B03,120.63515,24.179371,2
192,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,54,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,5,,B03,120.649912,24.136676,3
193,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,55,臺中市,東區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,13,8,2,8,1,1,C03,7,5,1,10,2,13,,8,8,1,22,8,C03,120.68598,24.14013,2
194,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,12,55,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,,1,12,,B03,120.546306,24.197178,3
195,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,0,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.65168,24.189033,3
196,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,5,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,7,3,10,1,1,B03,7,8,1,8,1,2,,7,7,1,22,8,B03,120.651828,24.179281,2
197,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,12,臺中市,北屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,,,,,B11,,,1,,2,,,17,17,1,5,,B11,120.677079,24.186046,3
198,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,15,臺中市,太平區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,4,1,18,13,2,9,1,1,C03,7,9,1,10,2,14,,13,13,1,21,8,C03,120.72886,24.099926,2
199,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,17,臺中市,霧峰區,0,2,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,17,6,2,9,1,1,C03,7,5,1,10,2,12,,6,6,1,21,5,C03,120.680809,24.065036,2
200,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,19,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B12,,,1,,2,,,23,,1,21,,B12,120.678178,24.152212,3
201,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,22,臺中市,北屯區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,16,4,3,10,1,1,C03,7,5,1,10,2,11,,4,4,1,5,8,C03,120.712476,24.172621,2
202,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,26,臺中市,龍井區,0,0,0,8,,,50,,,,,,,,,,,,,,,26,,,,,B12,,,1,,2,,,26,,1,12,,B12,120.522942,24.196422,3
203,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,30,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,1,,,12,,1,22,,B03,120.681918,24.153835,3
204,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,30,臺中市,北區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,5,2,16,26,2,9,1,1,C03,7,7,1,10,2,14,,26,26,1,22,8,C03,120.671669,24.173716,2
205,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,30,臺中市,南屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,1,3,5,2,12,23,2,9,1,1,C03,7,9,1,10,2,11,12,23,23,1,22,8,C03,120.646629,24.140096,2
206,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,30,臺中市,石岡區,0,0,0,8,,,30,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.814509,24.253548,3
207,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,30,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,12,,B03,120.710937,24.258447,3
208,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,40,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,16,,,,,B03,,,1,,2,,,16,,1,4,,B03,,,3
209,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,41,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,42,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.634941,24.189252,3
210,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,41,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,23,,1,22,,C03,120.640698,24.159648,3
211,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,42,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.611033,24.190934,3
212,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,45,臺中市,北區,0,1,0,8,1,5,50,5,4,1,5,4,5,7,2,1,2,5,5,2,13,23,3,10,1,1,B03,7,9,1,8,2,1,,23,23,1,9,8,B03,120.686252,24.15482,2
213,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,45,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,1,1,B01,7,9,1,8,2,8,,6,6,1,10,4,B01,120.688335,24.177115,2
214,66000,387130000C,(04)23274275,(04)23288582,2023,6,1,13,48,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,13,23,2,8,3,4,B03,7,9,1,8,1,1,,23,23,1,22,8,B03,120.646806,24.156913,2
